id,person1,source,inscription,person2,target
126,Ariston,Chios Ins.,D009,[Ph]i[li]ppos,Myrina Lemnos
127,Theodoros,Chios Ins.,D009,[A]gath[o]stratos,Myrina Lemnos
127,Theodoros,Chios Ins.,D009,[Ph]i[li]ppos,Myrina Lemnos
128,Diophantos,Chios Ins.,D009,[A]gath[o]stratos,Myrina Lemnos
128,Diophantos,Chios Ins.,D009,[Ph]i[li]ppos,Myrina Lemnos
129,Gorgias,Chios Ins.,D009,[A]gath[o]stratos,Myrina Lemnos
129,Gorgias,Chios Ins.,D009,[Ph]i[li]ppos,Myrina Lemnos
118,Philokrates,Chios Ins.,D009,Theodoros,Nysa
119,Diophantos,Chios Ins.,D009,Theodoros,Nysa
120,Nikia[s],Chios Ins.,D009,Theodoros,Nysa
121,M[….],Chios Ins.,D009,Theodoros,Nysa
122,S[um]machos,Chios Ins.,D009,Theodoros,Nysa
123,Mentor,Chios Ins.,D009,Theodoros,Nysa
124,Dionysios,Chios Ins.,D009,Theodoros,Nysa
125,Themison,Chios Ins.,D009,Theodoros,Nysa
126,Ariston,Chios Ins.,D009,Theodoros,Nysa
127,Theodoros,Chios Ins.,D009,Theodoros,Nysa
128,Diophantos,Chios Ins.,D009,Theodoros,Nysa
129,Gorgias,Chios Ins.,D009,Theodoros,Nysa
642,[Me]nander,Chios Ins.,D089,[…..]Y,Pergamon
219,Numphodoros,Chios Ins.,D038,[…]axon,Philippi
118,Philokrates,Chios Ins.,D009,Dionysios,Phokaia
118,Philokrates,Chios Ins.,D009,[..].DI.OS,Phokaia
119,Diophantos,Chios Ins.,D009,Dionysios,Phokaia
119,Diophantos,Chios Ins.,D009,[..].DI.OS,Phokaia
120,Nikia[s],Chios Ins.,D009,Dionysios,Phokaia
120,Nikia[s],Chios Ins.,D009,[..].DI.OS,Phokaia
121,M[….],Chios Ins.,D009,Dionysios,Phokaia
121,M[….],Chios Ins.,D009,[..].DI.OS,Phokaia
122,S[um]machos,Chios Ins.,D009,Dionysios,Phokaia
122,S[um]machos,Chios Ins.,D009,[..].DI.OS,Phokaia
123,Mentor,Chios Ins.,D009,Dionysios,Phokaia
123,Mentor,Chios Ins.,D009,[..].DI.OS,Phokaia
124,Dionysios,Chios Ins.,D009,Dionysios,Phokaia
124,Dionysios,Chios Ins.,D009,[..].DI.OS,Phokaia
125,Themison,Chios Ins.,D009,Dionysios,Phokaia
125,Themison,Chios Ins.,D009,[..].DI.OS,Phokaia
126,Ariston,Chios Ins.,D009,Dionysios,Phokaia
126,Ariston,Chios Ins.,D009,[..].DI.OS,Phokaia
127,Theodoros,Chios Ins.,D009,Dionysios,Phokaia
127,Theodoros,Chios Ins.,D009,[..].DI.OS,Phokaia
128,Diophantos,Chios Ins.,D009,Dionysios,Phokaia
128,Diophantos,Chios Ins.,D009,[..].DI.OS,Phokaia
129,Gorgias,Chios Ins.,D009,Dionysios,Phokaia
129,Gorgias,Chios Ins.,D009,[..].DI.OS,Phokaia
286,Athenaios,Chios Ins.,D049,Vol(tinia),Rome
286,Athenaios,Chios Ins.,D049,Aninius,Rome
286,Athenaios,Chios Ins.,D049,Sb(atina),Rome
287,Dionusodoros,Chios Ins.,D049,Vol(tinia),Rome
287,Dionusodoros,Chios Ins.,D049,Aninius,Rome
287,Dionusodoros,Chios Ins.,D049,Sb(atina),Rome
288,Philodemos,Chios Ins.,D049,Vol(tinia),Rome
288,Philodemos,Chios Ins.,D049,Aninius,Rome
288,Philodemos,Chios Ins.,D049,Sb(atina),Rome
306,Athenaios,Chios Ins.,D049,Vol(tinia),Rome
306,Athenaios,Chios Ins.,D049,Aninius,Rome
306,Athenaios,Chios Ins.,D049,Sb(atina),Rome
307,Apollonios,Chios Ins.,D049,Vol(tinia),Rome
307,Apollonios,Chios Ins.,D049,Aninius,Rome
307,Apollonios,Chios Ins.,D049,Sb(atina),Rome
308,Dionusios,Chios Ins.,D049,Vol(tinia),Rome
308,Dionusios,Chios Ins.,D049,Aninius,Rome
308,Dionusios,Chios Ins.,D049,Sb(atina),Rome
309,Philon,Chios Ins.,D049,Vol(tinia),Rome
309,Philon,Chios Ins.,D049,Aninius,Rome
309,Philon,Chios Ins.,D049,Sb(atina),Rome
310,Apollonios,Chios Ins.,D049,Vol(tinia),Rome
310,Apollonios,Chios Ins.,D049,Aninius,Rome
310,Apollonios,Chios Ins.,D049,Sb(atina),Rome
311,Dionusios,Chios Ins.,D049,Vol(tinia),Rome
311,Dionusios,Chios Ins.,D049,Aninius,Rome
311,Dionusios,Chios Ins.,D049,Sb(atina),Rome
312,Philo[xe]nos,Chios Ins.,D049,Vol(tinia),Rome
312,Philo[xe]nos,Chios Ins.,D049,Aninius,Rome
312,Philo[xe]nos,Chios Ins.,D049,Sb(atina),Rome
313,Nikeratos,Chios Ins.,D049,Vol(tinia),Rome
313,Nikeratos,Chios Ins.,D049,Aninius,Rome
313,Nikeratos,Chios Ins.,D049,Sb(atina),Rome
314,Euripides,Chios Ins.,D049,Vol(tinia),Rome
314,Euripides,Chios Ins.,D049,Aninius,Rome
314,Euripides,Chios Ins.,D049,Sb(atina),Rome
315,Dionusios,Chios Ins.,D049,Vol(tinia),Rome
315,Dionusios,Chios Ins.,D049,Aninius,Rome
315,Dionusios,Chios Ins.,D049,Sb(atina),Rome
316,Anaxidot[o]s,Chios Ins.,D049,Vol(tinia),Rome
316,Anaxidot[o]s,Chios Ins.,D049,Aninius,Rome
316,Anaxidot[o]s,Chios Ins.,D049,Sb(atina),Rome
317,Menon,Chios Ins.,D049,Vol(tinia),Rome
317,Menon,Chios Ins.,D049,Aninius,Rome
317,Menon,Chios Ins.,D049,Sb(atina),Rome
318,Xenon,Chios Ins.,D049,Vol(tinia),Rome
318,Xenon,Chios Ins.,D049,Aninius,Rome
318,Xenon,Chios Ins.,D049,Sb(atina),Rome
319,Angeles,Chios Ins.,D049,Vol(tinia),Rome
319,Angeles,Chios Ins.,D049,Aninius,Rome
319,Angeles,Chios Ins.,D049,Sb(atina),Rome
320,Antipatros,Chios Ins.,D049,Vol(tinia),Rome
320,Antipatros,Chios Ins.,D049,Aninius,Rome
320,Antipatros,Chios Ins.,D049,Sb(atina),Rome
321,Demeas,Chios Ins.,D049,Vol(tinia),Rome
321,Demeas,Chios Ins.,D049,Aninius,Rome
321,Demeas,Chios Ins.,D049,Sb(atina),Rome
322,Timesipolis,Chios Ins.,D049,Vol(tinia),Rome
322,Timesipolis,Chios Ins.,D049,Aninius,Rome
322,Timesipolis,Chios Ins.,D049,Sb(atina),Rome
323,Menekrates,Chios Ins.,D049,Vol(tinia),Rome
323,Menekrates,Chios Ins.,D049,Aninius,Rome
323,Menekrates,Chios Ins.,D049,Sb(atina),Rome
324,Angeles,Chios Ins.,D049,Vol(tinia),Rome
324,Angeles,Chios Ins.,D049,Aninius,Rome
324,Angeles,Chios Ins.,D049,Sb(atina),Rome
325,Herakleon,Chios Ins.,D049,Vol(tinia),Rome
325,Herakleon,Chios Ins.,D049,Aninius,Rome
325,Herakleon,Chios Ins.,D049,Sb(atina),Rome
326,Sosibios,Chios Ins.,D049,Vol(tinia),Rome
326,Sosibios,Chios Ins.,D049,Aninius,Rome
326,Sosibios,Chios Ins.,D049,Sb(atina),Rome
327,Demonax,Chios Ins.,D049,Vol(tinia),Rome
327,Demonax,Chios Ins.,D049,Aninius,Rome
327,Demonax,Chios Ins.,D049,Sb(atina),Rome
328,Metrodoros,Chios Ins.,D049,Vol(tinia),Rome
328,Metrodoros,Chios Ins.,D049,Aninius,Rome
328,Metrodoros,Chios Ins.,D049,Sb(atina),Rome
329,Artemon,Chios Ins.,D049,Vol(tinia),Rome
329,Artemon,Chios Ins.,D049,Aninius,Rome
329,Artemon,Chios Ins.,D049,Sb(atina),Rome
330,Antipatros,Chios Ins.,D049,Vol(tinia),Rome
330,Antipatros,Chios Ins.,D049,Aninius,Rome
330,Antipatros,Chios Ins.,D049,Sb(atina),Rome
331,Neon,Chios Ins.,D049,Vol(tinia),Rome
331,Neon,Chios Ins.,D049,Aninius,Rome
331,Neon,Chios Ins.,D049,Sb(atina),Rome
332,Angeles,Chios Ins.,D049,Vol(tinia),Rome
332,Angeles,Chios Ins.,D049,Aninius,Rome
332,Angeles,Chios Ins.,D049,Sb(atina),Rome
333,Noumenios,Chios Ins.,D049,Vol(tinia),Rome
333,Noumenios,Chios Ins.,D049,Aninius,Rome
333,Noumenios,Chios Ins.,D049,Sb(atina),Rome
334,Ourios,Chios Ins.,D049,Vol(tinia),Rome
334,Ourios,Chios Ins.,D049,Aninius,Rome
334,Ourios,Chios Ins.,D049,Sb(atina),Rome
335,Angeles,Chios Ins.,D049,Vol(tinia),Rome
335,Angeles,Chios Ins.,D049,Aninius,Rome
335,Angeles,Chios Ins.,D049,Sb(atina),Rome
336,Asklepiades,Chios Ins.,D049,Vol(tinia),Rome
336,Asklepiades,Chios Ins.,D049,Aninius,Rome
336,Asklepiades,Chios Ins.,D049,Sb(atina),Rome
337,Thoas,Chios Ins.,D049,Vol(tinia),Rome
337,Thoas,Chios Ins.,D049,Aninius,Rome
337,Thoas,Chios Ins.,D049,Sb(atina),Rome
338,Theophanes,Chios Ins.,D049,Vol(tinia),Rome
338,Theophanes,Chios Ins.,D049,Aninius,Rome
338,Theophanes,Chios Ins.,D049,Sb(atina),Rome
339,Theokritos,Chios Ins.,D049,Vol(tinia),Rome
339,Theokritos,Chios Ins.,D049,Aninius,Rome
339,Theokritos,Chios Ins.,D049,Sb(atina),Rome
340,Theophanes,Chios Ins.,D049,Vol(tinia),Rome
340,Theophanes,Chios Ins.,D049,Aninius,Rome
340,Theophanes,Chios Ins.,D049,Sb(atina),Rome
341,Kraton,Chios Ins.,D049,Vol(tinia),Rome
341,Kraton,Chios Ins.,D049,Aninius,Rome
341,Kraton,Chios Ins.,D049,Sb(atina),Rome
342,Nikias,Chios Ins.,D049,Vol(tinia),Rome
342,Nikias,Chios Ins.,D049,Aninius,Rome
342,Nikias,Chios Ins.,D049,Sb(atina),Rome
343,Gorgias,Chios Ins.,D049,Vol(tinia),Rome
343,Gorgias,Chios Ins.,D049,Aninius,Rome
343,Gorgias,Chios Ins.,D049,Sb(atina),Rome
344,Stephanos,Chios Ins.,D049,Vol(tinia),Rome
344,Stephanos,Chios Ins.,D049,Aninius,Rome
344,Stephanos,Chios Ins.,D049,Sb(atina),Rome
345,Apellikon,Chios Ins.,D049,Vol(tinia),Rome
345,Apellikon,Chios Ins.,D049,Aninius,Rome
345,Apellikon,Chios Ins.,D049,Sb(atina),Rome
346,Philistes,Chios Ins.,D049,Vol(tinia),Rome
346,Philistes,Chios Ins.,D049,Aninius,Rome
346,Philistes,Chios Ins.,D049,Sb(atina),Rome
347,Theophanes,Chios Ins.,D049,Vol(tinia),Rome
347,Theophanes,Chios Ins.,D049,Aninius,Rome
347,Theophanes,Chios Ins.,D049,Sb(atina),Rome
348,[…..]ios,Chios Ins.,D049,Vol(tinia),Rome
348,[…..]ios,Chios Ins.,D049,Aninius,Rome
348,[…..]ios,Chios Ins.,D049,Sb(atina),Rome
349,[……..]des,Chios Ins.,D049,Vol(tinia),Rome
349,[……..]des,Chios Ins.,D049,Aninius,Rome
349,[……..]des,Chios Ins.,D049,Sb(atina),Rome
350,N[i]kias,Chios Ins.,D049,Vol(tinia),Rome
350,N[i]kias,Chios Ins.,D049,Aninius,Rome
350,N[i]kias,Chios Ins.,D049,Sb(atina),Rome
351,Herakleontes,Chios Ins.,D049,Vol(tinia),Rome
351,Herakleontes,Chios Ins.,D049,Aninius,Rome
351,Herakleontes,Chios Ins.,D049,Sb(atina),Rome
352,[Su?]nethios,Chios Ins.,D049,Vol(tinia),Rome
352,[Su?]nethios,Chios Ins.,D049,Aninius,Rome
352,[Su?]nethios,Chios Ins.,D049,Sb(atina),Rome
353,[A]ngeles,Chios Ins.,D049,Vol(tinia),Rome
353,[A]ngeles,Chios Ins.,D049,Aninius,Rome
353,[A]ngeles,Chios Ins.,D049,Sb(atina),Rome
354,Angeles,Chios Ins.,D049,Vol(tinia),Rome
354,Angeles,Chios Ins.,D049,Aninius,Rome
354,Angeles,Chios Ins.,D049,Sb(atina),Rome
355,Angeles,Chios Ins.,D049,Vol(tinia),Rome
355,Angeles,Chios Ins.,D049,Aninius,Rome
355,Angeles,Chios Ins.,D049,Sb(atina),Rome
356,[S]osistr[ato]s,Chios Ins.,D049,Vol(tinia),Rome
356,[S]osistr[ato]s,Chios Ins.,D049,Aninius,Rome
356,[S]osistr[ato]s,Chios Ins.,D049,Sb(atina),Rome
357,Sosistratos,Chios Ins.,D049,Vol(tinia),Rome
357,Sosistratos,Chios Ins.,D049,Aninius,Rome
357,Sosistratos,Chios Ins.,D049,Sb(atina),Rome
358,[Th]eudas,Chios Ins.,D049,Vol(tinia),Rome
358,[Th]eudas,Chios Ins.,D049,Aninius,Rome
358,[Th]eudas,Chios Ins.,D049,Sb(atina),Rome
359,Herakleon,Chios Ins.,D049,Vol(tinia),Rome
359,Herakleon,Chios Ins.,D049,Aninius,Rome
359,Herakleon,Chios Ins.,D049,Sb(atina),Rome
360,Murmex,Chios Ins.,D049,Vol(tinia),Rome
360,Murmex,Chios Ins.,D049,Aninius,Rome
360,Murmex,Chios Ins.,D049,Sb(atina),Rome
361,Dionusi[os],Chios Ins.,D049,Vol(tinia),Rome
361,Dionusi[os],Chios Ins.,D049,Aninius,Rome
361,Dionusi[os],Chios Ins.,D049,Sb(atina),Rome
362,Mantauchos,Chios Ins.,D049,Vol(tinia),Rome
362,Mantauchos,Chios Ins.,D049,Aninius,Rome
362,Mantauchos,Chios Ins.,D049,Sb(atina),Rome
363,Herak[l…],Chios Ins.,D049,Vol(tinia),Rome
363,Herak[l…],Chios Ins.,D049,Aninius,Rome
363,Herak[l…],Chios Ins.,D049,Sb(atina),Rome
364,[K]allikles,Chios Ins.,D049,Vol(tinia),Rome
364,[K]allikles,Chios Ins.,D049,Aninius,Rome
364,[K]allikles,Chios Ins.,D049,Sb(atina),Rome
365,MAN[…],Chios Ins.,D049,Vol(tinia),Rome
365,MAN[…],Chios Ins.,D049,Aninius,Rome
365,MAN[…],Chios Ins.,D049,Sb(atina),Rome
366,Parmeniskos,Chios Ins.,D049,Vol(tinia),Rome
366,Parmeniskos,Chios Ins.,D049,Aninius,Rome
366,Parmeniskos,Chios Ins.,D049,Sb(atina),Rome
367,[A]pollophanes,Chios Ins.,D049,Vol(tinia),Rome
367,[A]pollophanes,Chios Ins.,D049,Aninius,Rome
367,[A]pollophanes,Chios Ins.,D049,Sb(atina),Rome
368,.OM[…..]S,Chios Ins.,D049,Vol(tinia),Rome
368,.OM[…..]S,Chios Ins.,D049,Aninius,Rome
368,.OM[…..]S,Chios Ins.,D049,Sb(atina),Rome
369,[.]A[…..]OS,Chios Ins.,D049,Vol(tinia),Rome
369,[.]A[…..]OS,Chios Ins.,D049,Aninius,Rome
369,[.]A[…..]OS,Chios Ins.,D049,Sb(atina),Rome
370,[D]e[met]rios,Chios Ins.,D049,Vol(tinia),Rome
370,[D]e[met]rios,Chios Ins.,D049,Aninius,Rome
370,[D]e[met]rios,Chios Ins.,D049,Sb(atina),Rome
371,[A]sklepiades,Chios Ins.,D049,Vol(tinia),Rome
371,[A]sklepiades,Chios Ins.,D049,Aninius,Rome
371,[A]sklepiades,Chios Ins.,D049,Sb(atina),Rome
372,[He]rakleon,Chios Ins.,D049,Vol(tinia),Rome
372,[He]rakleon,Chios Ins.,D049,Aninius,Rome
372,[He]rakleon,Chios Ins.,D049,Sb(atina),Rome
373,[P]raxagoras,Chios Ins.,D049,Vol(tinia),Rome
373,[P]raxagoras,Chios Ins.,D049,Aninius,Rome
373,[P]raxagoras,Chios Ins.,D049,Sb(atina),Rome
374,Men[…]os,Chios Ins.,D049,Vol(tinia),Rome
374,Men[…]os,Chios Ins.,D049,Aninius,Rome
374,Men[…]os,Chios Ins.,D049,Sb(atina),Rome
375,Herak[les?],Chios Ins.,D049,Vol(tinia),Rome
375,Herak[les?],Chios Ins.,D049,Aninius,Rome
375,Herak[les?],Chios Ins.,D049,Sb(atina),Rome
376,[He]sdekestos,Chios Ins.,D049,Vol(tinia),Rome
376,[He]sdekestos,Chios Ins.,D049,Aninius,Rome
376,[He]sdekestos,Chios Ins.,D049,Sb(atina),Rome
377,Herakleitos,Chios Ins.,D049,Vol(tinia),Rome
377,Herakleitos,Chios Ins.,D049,Aninius,Rome
377,Herakleitos,Chios Ins.,D049,Sb(atina),Rome
378,Sarapion,Chios Ins.,D049,Vol(tinia),Rome
378,Sarapion,Chios Ins.,D049,Aninius,Rome
378,Sarapion,Chios Ins.,D049,Sb(atina),Rome
379,Herakleon,Chios Ins.,D049,Vol(tinia),Rome
379,Herakleon,Chios Ins.,D049,Aninius,Rome
379,Herakleon,Chios Ins.,D049,Sb(atina),Rome
380,Athenion,Chios Ins.,D049,Vol(tinia),Rome
380,Athenion,Chios Ins.,D049,Aninius,Rome
380,Athenion,Chios Ins.,D049,Sb(atina),Rome
381,Pouludamas,Chios Ins.,D049,Vol(tinia),Rome
381,Pouludamas,Chios Ins.,D049,Aninius,Rome
381,Pouludamas,Chios Ins.,D049,Sb(atina),Rome
382,Demetrios,Chios Ins.,D049,Vol(tinia),Rome
382,Demetrios,Chios Ins.,D049,Aninius,Rome
382,Demetrios,Chios Ins.,D049,Sb(atina),Rome
383,Andromachos,Chios Ins.,D049,Vol(tinia),Rome
383,Andromachos,Chios Ins.,D049,Aninius,Rome
383,Andromachos,Chios Ins.,D049,Sb(atina),Rome
384,Menophilos,Chios Ins.,D049,Vol(tinia),Rome
384,Menophilos,Chios Ins.,D049,Aninius,Rome
384,Menophilos,Chios Ins.,D049,Sb(atina),Rome
385,Theophanes,Chios Ins.,D049,Vol(tinia),Rome
385,Theophanes,Chios Ins.,D049,Aninius,Rome
385,Theophanes,Chios Ins.,D049,Sb(atina),Rome
386,Epigonos,Chios Ins.,D049,Vol(tinia),Rome
386,Epigonos,Chios Ins.,D049,Aninius,Rome
386,Epigonos,Chios Ins.,D049,Sb(atina),Rome
642,[Me]nander,Chios Ins.,D089,Gaius,Rome
642,[Me]nander,Chios Ins.,D089,Lucius,Rome
642,[Me]nander,Chios Ins.,D089,Schinas,Rome
642,[Me]nander,Chios Ins.,D089,Quintus,Rome
642,[Me]nander,Chios Ins.,D089,Lucius,Rome
642,[Me]nander,Chios Ins.,D089,Spurius,Rome
642,[Me]nander,Chios Ins.,D089,Marius,Rome
642,[Me]nander,Chios Ins.,D089,,Rome
642,[Me]nander,Chios Ins.,D089,Cedrus,Rome
642,[Me]nander,Chios Ins.,D089,Laetus,Rome
642,[Me]nander,Chios Ins.,D089,[…]mas,Rome
642,[Me]nander,Chios Ins.,D089,Clenas,Rome
642,[Me]nander,Chios Ins.,D089,Eoc[…],Rome
642,[Me]nander,Chios Ins.,D089,Pho[e]bus,Rome
642,[Me]nander,Chios Ins.,D089,Paneros,Rome
642,[Me]nander,Chios Ins.,D089,Epaphus,Rome
642,[Me]nander,Chios Ins.,D089,Paideros,Rome
642,[Me]nander,Chios Ins.,D089,Tarula,Rome
642,[Me]nander,Chios Ins.,D089,Felix,Rome
106,[Z]opuros,Dardanos,D009,Nikogenes,"Aigai (Cilicia, per Robert)"
106,[Z]opuros,Dardanos,D009,[Epigonos],"Aigai (Cilicia, per Robert)"
107,Aisimos,Dardanos,D009,Nikogenes,"Aigai (Cilicia, per Robert)"
107,Aisimos,Dardanos,D009,[Epigonos],"Aigai (Cilicia, per Robert)"
165,[Me]nelaos,Dardanos,D013,[--]n,Alabanda
165,[Me]nelaos,Dardanos,D013,Pamphilos,Alabanda
166,Deiphilos,Dardanos,D013,[--]n,Alabanda
166,Deiphilos,Dardanos,D013,Pamphilos,Alabanda
106,[Z]opuros,Dardanos,D009,Philokrates,Chios Ins.
106,[Z]opuros,Dardanos,D009,Diophantos,Chios Ins.
106,[Z]opuros,Dardanos,D009,Nikia[s],Chios Ins.
106,[Z]opuros,Dardanos,D009,M[….],Chios Ins.
106,[Z]opuros,Dardanos,D009,S[um]machos,Chios Ins.
106,[Z]opuros,Dardanos,D009,Mentor,Chios Ins.
106,[Z]opuros,Dardanos,D009,Dionysios,Chios Ins.
106,[Z]opuros,Dardanos,D009,Themison,Chios Ins.
106,[Z]opuros,Dardanos,D009,Ariston,Chios Ins.
106,[Z]opuros,Dardanos,D009,Theodoros,Chios Ins.
106,[Z]opuros,Dardanos,D009,Diophantos,Chios Ins.
106,[Z]opuros,Dardanos,D009,Gorgias,Chios Ins.
107,Aisimos,Dardanos,D009,Philokrates,Chios Ins.
107,Aisimos,Dardanos,D009,Diophantos,Chios Ins.
107,Aisimos,Dardanos,D009,Nikia[s],Chios Ins.
107,Aisimos,Dardanos,D009,M[….],Chios Ins.
107,Aisimos,Dardanos,D009,S[um]machos,Chios Ins.
107,Aisimos,Dardanos,D009,Mentor,Chios Ins.
107,Aisimos,Dardanos,D009,Dionysios,Chios Ins.
107,Aisimos,Dardanos,D009,Themison,Chios Ins.
107,Aisimos,Dardanos,D009,Ariston,Chios Ins.
107,Aisimos,Dardanos,D009,Theodoros,Chios Ins.
107,Aisimos,Dardanos,D009,Diophantos,Chios Ins.
107,Aisimos,Dardanos,D009,Gorgias,Chios Ins.
106,[Z]opuros,Dardanos,D009,[Z]opuros,Dardanos
106,[Z]opuros,Dardanos,D009,Aisimos,Dardanos
107,Aisimos,Dardanos,D009,[Z]opuros,Dardanos
107,Aisimos,Dardanos,D009,Aisimos,Dardanos
165,[Me]nelaos,Dardanos,D013,[Me]nelaos,Dardanos
165,[Me]nelaos,Dardanos,D013,Deiphilos,Dardanos
166,Deiphilos,Dardanos,D013,[Me]nelaos,Dardanos
166,Deiphilos,Dardanos,D013,Deiphilos,Dardanos
249,Lysimenes,Dardanos,D014,Lysimenes,Dardanos
249,Lysimenes,Dardanos,D014,Apollodoros,Dardanos
249,Lysimenes,Dardanos,D014,Sokles,Dardanos
249,Lysimenes,Dardanos,D014,Dionysios,Dardanos
249,Lysimenes,Dardanos,D014,Menophantos,Dardanos
249,Lysimenes,Dardanos,D014,Artemidoros,Dardanos
250,Apollodoros,Dardanos,D014,Lysimenes,Dardanos
250,Apollodoros,Dardanos,D014,Apollodoros,Dardanos
250,Apollodoros,Dardanos,D014,Sokles,Dardanos
250,Apollodoros,Dardanos,D014,Dionysios,Dardanos
250,Apollodoros,Dardanos,D014,Menophantos,Dardanos
250,Apollodoros,Dardanos,D014,Artemidoros,Dardanos
251,Sokles,Dardanos,D014,Lysimenes,Dardanos
251,Sokles,Dardanos,D014,Apollodoros,Dardanos
251,Sokles,Dardanos,D014,Sokles,Dardanos
251,Sokles,Dardanos,D014,Dionysios,Dardanos
251,Sokles,Dardanos,D014,Menophantos,Dardanos
251,Sokles,Dardanos,D014,Artemidoros,Dardanos
252,Dionysios,Dardanos,D014,Lysimenes,Dardanos
252,Dionysios,Dardanos,D014,Apollodoros,Dardanos
252,Dionysios,Dardanos,D014,Sokles,Dardanos
252,Dionysios,Dardanos,D014,Dionysios,Dardanos
252,Dionysios,Dardanos,D014,Menophantos,Dardanos
252,Dionysios,Dardanos,D014,Artemidoros,Dardanos
253,Menophantos,Dardanos,D014,Lysimenes,Dardanos
253,Menophantos,Dardanos,D014,Apollodoros,Dardanos
253,Menophantos,Dardanos,D014,Sokles,Dardanos
253,Menophantos,Dardanos,D014,Dionysios,Dardanos
253,Menophantos,Dardanos,D014,Menophantos,Dardanos
253,Menophantos,Dardanos,D014,Artemidoros,Dardanos
254,Artemidoros,Dardanos,D014,Lysimenes,Dardanos
254,Artemidoros,Dardanos,D014,Apollodoros,Dardanos
254,Artemidoros,Dardanos,D014,Sokles,Dardanos
254,Artemidoros,Dardanos,D014,Dionysios,Dardanos
254,Artemidoros,Dardanos,D014,Menophantos,Dardanos
254,Artemidoros,Dardanos,D014,Artemidoros,Dardanos
289,Pausanias,Dardanos,D015,Pausanias,Dardanos
289,Pausanias,Dardanos,D015,Dionysios,Dardanos
289,Pausanias,Dardanos,D015,Antiochos,Dardanos
289,Pausanias,Dardanos,D015,Homilos,Dardanos
290,Dionysios,Dardanos,D015,Pausanias,Dardanos
290,Dionysios,Dardanos,D015,Dionysios,Dardanos
290,Dionysios,Dardanos,D015,Antiochos,Dardanos
290,Dionysios,Dardanos,D015,Homilos,Dardanos
291,Antiochos,Dardanos,D015,Pausanias,Dardanos
291,Antiochos,Dardanos,D015,Dionysios,Dardanos
291,Antiochos,Dardanos,D015,Antiochos,Dardanos
291,Antiochos,Dardanos,D015,Homilos,Dardanos
292,Homilos,Dardanos,D015,Pausanias,Dardanos
292,Homilos,Dardanos,D015,Dionysios,Dardanos
292,Homilos,Dardanos,D015,Antiochos,Dardanos
292,Homilos,Dardanos,D015,Homilos,Dardanos
106,[Z]opuros,Dardanos,D009,Agesimenes,Eresos
106,[Z]opuros,Dardanos,D009,Protion,Eresos
107,Aisimos,Dardanos,D009,Agesimenes,Eresos
107,Aisimos,Dardanos,D009,Protion,Eresos
106,[Z]opuros,Dardanos,D009,Hierokles,Halikarnassos
106,[Z]opuros,Dardanos,D009,Hierokles,Halikarnassos
106,[Z]opuros,Dardanos,D009,Hierokles,Halikarnassos
106,[Z]opuros,Dardanos,D009,Hierokles,Halikarnassos
107,Aisimos,Dardanos,D009,Hierokles,Halikarnassos
107,Aisimos,Dardanos,D009,Hierokles,Halikarnassos
107,Aisimos,Dardanos,D009,Hierokles,Halikarnassos
107,Aisimos,Dardanos,D009,Hierokles,Halikarnassos
165,[Me]nelaos,Dardanos,D013,[--]nias,Halikarnassos
165,[Me]nelaos,Dardanos,D013,Moschos,Halikarnassos
166,Deiphilos,Dardanos,D013,[--]nias,Halikarnassos
166,Deiphilos,Dardanos,D013,Moschos,Halikarnassos
165,[Me]nelaos,Dardanos,D013,[--],Kaunos
165,[Me]nelaos,Dardanos,D013,Bellerophontes,Kaunos
165,[Me]nelaos,Dardanos,D013,[--]as,Kaunos
166,Deiphilos,Dardanos,D013,[--],Kaunos
166,Deiphilos,Dardanos,D013,Bellerophontes,Kaunos
166,Deiphilos,Dardanos,D013,[--]as,Kaunos
165,[Me]nelaos,Dardanos,D013,Hierokles,Keramos
165,[Me]nelaos,Dardanos,D013,Aristomenes,Keramos
166,Deiphilos,Dardanos,D013,Hierokles,Keramos
166,Deiphilos,Dardanos,D013,Aristomenes,Keramos
106,[Z]opuros,Dardanos,D009,Nikogenes,Kyzikos
106,[Z]opuros,Dardanos,D009,Maiandrios,Kyzikos
107,Aisimos,Dardanos,D009,Nikogenes,Kyzikos
107,Aisimos,Dardanos,D009,Maiandrios,Kyzikos
165,[Me]nelaos,Dardanos,D013,[--]doros,Kyzikos
165,[Me]nelaos,Dardanos,D013,Arxippos,Kyzikos
166,Deiphilos,Dardanos,D013,[--]doros,Kyzikos
166,Deiphilos,Dardanos,D013,Arxippos,Kyzikos
106,[Z]opuros,Dardanos,D009,[A]gath[o]stratos,Myrina Lemnos
106,[Z]opuros,Dardanos,D009,[Ph]i[li]ppos,Myrina Lemnos
107,Aisimos,Dardanos,D009,[A]gath[o]stratos,Myrina Lemnos
107,Aisimos,Dardanos,D009,[Ph]i[li]ppos,Myrina Lemnos
106,[Z]opuros,Dardanos,D009,Theodoros,Nysa
107,Aisimos,Dardanos,D009,Theodoros,Nysa
106,[Z]opuros,Dardanos,D009,Dionysios,Phokaia
106,[Z]opuros,Dardanos,D009,[..].DI.OS,Phokaia
107,Aisimos,Dardanos,D009,Dionysios,Phokaia
107,Aisimos,Dardanos,D009,[..].DI.OS,Phokaia
249,Lysimenes,Dardanos,D014,N(umerius)  [….]ni[…] l.  E . […]us,Rome
249,Lysimenes,Dardanos,D014,L. Ne[.]ius,Rome
