id,person1,source,inscription,person2,target
320,Antipatros,Chios Ins.,D049,Dionusios,Chios Ins.
320,Antipatros,Chios Ins.,D049,Anaxidot[o]s,Chios Ins.
320,Antipatros,Chios Ins.,D049,Menon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Xenon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Angeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,Antipatros,Chios Ins.
320,Antipatros,Chios Ins.,D049,Demeas,Chios Ins.
320,Antipatros,Chios Ins.,D049,Timesipolis,Chios Ins.
320,Antipatros,Chios Ins.,D049,Menekrates,Chios Ins.
320,Antipatros,Chios Ins.,D049,Angeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herakleon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Sosibios,Chios Ins.
320,Antipatros,Chios Ins.,D049,Demonax,Chios Ins.
320,Antipatros,Chios Ins.,D049,Metrodoros,Chios Ins.
320,Antipatros,Chios Ins.,D049,Artemon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Antipatros,Chios Ins.
320,Antipatros,Chios Ins.,D049,Neon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Angeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,Noumenios,Chios Ins.
320,Antipatros,Chios Ins.,D049,Ourios,Chios Ins.
320,Antipatros,Chios Ins.,D049,Angeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,Asklepiades,Chios Ins.
320,Antipatros,Chios Ins.,D049,Thoas,Chios Ins.
320,Antipatros,Chios Ins.,D049,Theophanes,Chios Ins.
320,Antipatros,Chios Ins.,D049,Theokritos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Theophanes,Chios Ins.
320,Antipatros,Chios Ins.,D049,Kraton,Chios Ins.
320,Antipatros,Chios Ins.,D049,Nikias,Chios Ins.
320,Antipatros,Chios Ins.,D049,Gorgias,Chios Ins.
320,Antipatros,Chios Ins.,D049,Stephanos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Apellikon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Philistes,Chios Ins.
320,Antipatros,Chios Ins.,D049,Theophanes,Chios Ins.
320,Antipatros,Chios Ins.,D049,[…..]ios,Chios Ins.
320,Antipatros,Chios Ins.,D049,[……..]des,Chios Ins.
320,Antipatros,Chios Ins.,D049,N[i]kias,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herakleontes,Chios Ins.
320,Antipatros,Chios Ins.,D049,[Su?]nethios,Chios Ins.
320,Antipatros,Chios Ins.,D049,[A]ngeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,Angeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,Angeles,Chios Ins.
320,Antipatros,Chios Ins.,D049,[S]osistr[ato]s,Chios Ins.
320,Antipatros,Chios Ins.,D049,Sosistratos,Chios Ins.
320,Antipatros,Chios Ins.,D049,[Th]eudas,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herakleon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Murmex,Chios Ins.
320,Antipatros,Chios Ins.,D049,Dionusi[os],Chios Ins.
320,Antipatros,Chios Ins.,D049,Mantauchos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herak[l…],Chios Ins.
320,Antipatros,Chios Ins.,D049,[K]allikles,Chios Ins.
320,Antipatros,Chios Ins.,D049,MAN[…],Chios Ins.
320,Antipatros,Chios Ins.,D049,Parmeniskos,Chios Ins.
320,Antipatros,Chios Ins.,D049,[A]pollophanes,Chios Ins.
320,Antipatros,Chios Ins.,D049,.OM[…..]S,Chios Ins.
320,Antipatros,Chios Ins.,D049,[.]A[…..]OS,Chios Ins.
320,Antipatros,Chios Ins.,D049,[D]e[met]rios,Chios Ins.
320,Antipatros,Chios Ins.,D049,[A]sklepiades,Chios Ins.
320,Antipatros,Chios Ins.,D049,[He]rakleon,Chios Ins.
320,Antipatros,Chios Ins.,D049,[P]raxagoras,Chios Ins.
320,Antipatros,Chios Ins.,D049,Men[…]os,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herak[les?],Chios Ins.
320,Antipatros,Chios Ins.,D049,[He]sdekestos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herakleitos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Sarapion,Chios Ins.
320,Antipatros,Chios Ins.,D049,Herakleon,Chios Ins.
320,Antipatros,Chios Ins.,D049,Athenion,Chios Ins.
320,Antipatros,Chios Ins.,D049,Pouludamas,Chios Ins.
320,Antipatros,Chios Ins.,D049,Demetrios,Chios Ins.
320,Antipatros,Chios Ins.,D049,Andromachos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Menophilos,Chios Ins.
320,Antipatros,Chios Ins.,D049,Theophanes,Chios Ins.
320,Antipatros,Chios Ins.,D049,Epigonos,Chios Ins.
321,Demeas,Chios Ins.,D049,Athenaios,Chios Ins.
321,Demeas,Chios Ins.,D049,Dionusodoros,Chios Ins.
321,Demeas,Chios Ins.,D049,Philodemos,Chios Ins.
321,Demeas,Chios Ins.,D049,Athenaios,Chios Ins.
321,Demeas,Chios Ins.,D049,Apollonios,Chios Ins.
321,Demeas,Chios Ins.,D049,Dionusios,Chios Ins.
321,Demeas,Chios Ins.,D049,Philon,Chios Ins.
321,Demeas,Chios Ins.,D049,Apollonios,Chios Ins.
321,Demeas,Chios Ins.,D049,Dionusios,Chios Ins.
321,Demeas,Chios Ins.,D049,Philo[xe]nos,Chios Ins.
321,Demeas,Chios Ins.,D049,Nikeratos,Chios Ins.
321,Demeas,Chios Ins.,D049,Euripides,Chios Ins.
321,Demeas,Chios Ins.,D049,Dionusios,Chios Ins.
321,Demeas,Chios Ins.,D049,Anaxidot[o]s,Chios Ins.
321,Demeas,Chios Ins.,D049,Menon,Chios Ins.
321,Demeas,Chios Ins.,D049,Xenon,Chios Ins.
321,Demeas,Chios Ins.,D049,Angeles,Chios Ins.
321,Demeas,Chios Ins.,D049,Antipatros,Chios Ins.
321,Demeas,Chios Ins.,D049,Demeas,Chios Ins.
321,Demeas,Chios Ins.,D049,Timesipolis,Chios Ins.
321,Demeas,Chios Ins.,D049,Menekrates,Chios Ins.
321,Demeas,Chios Ins.,D049,Angeles,Chios Ins.
321,Demeas,Chios Ins.,D049,Herakleon,Chios Ins.
321,Demeas,Chios Ins.,D049,Sosibios,Chios Ins.
321,Demeas,Chios Ins.,D049,Demonax,Chios Ins.
321,Demeas,Chios Ins.,D049,Metrodoros,Chios Ins.
321,Demeas,Chios Ins.,D049,Artemon,Chios Ins.
321,Demeas,Chios Ins.,D049,Antipatros,Chios Ins.
321,Demeas,Chios Ins.,D049,Neon,Chios Ins.
321,Demeas,Chios Ins.,D049,Angeles,Chios Ins.
321,Demeas,Chios Ins.,D049,Noumenios,Chios Ins.
321,Demeas,Chios Ins.,D049,Ourios,Chios Ins.
321,Demeas,Chios Ins.,D049,Angeles,Chios Ins.
321,Demeas,Chios Ins.,D049,Asklepiades,Chios Ins.
321,Demeas,Chios Ins.,D049,Thoas,Chios Ins.
321,Demeas,Chios Ins.,D049,Theophanes,Chios Ins.
321,Demeas,Chios Ins.,D049,Theokritos,Chios Ins.
321,Demeas,Chios Ins.,D049,Theophanes,Chios Ins.
321,Demeas,Chios Ins.,D049,Kraton,Chios Ins.
321,Demeas,Chios Ins.,D049,Nikias,Chios Ins.
321,Demeas,Chios Ins.,D049,Gorgias,Chios Ins.
321,Demeas,Chios Ins.,D049,Stephanos,Chios Ins.
321,Demeas,Chios Ins.,D049,Apellikon,Chios Ins.
321,Demeas,Chios Ins.,D049,Philistes,Chios Ins.
321,Demeas,Chios Ins.,D049,Theophanes,Chios Ins.
321,Demeas,Chios Ins.,D049,[…..]ios,Chios Ins.
321,Demeas,Chios Ins.,D049,[……..]des,Chios Ins.
321,Demeas,Chios Ins.,D049,N[i]kias,Chios Ins.
321,Demeas,Chios Ins.,D049,Herakleontes,Chios Ins.
321,Demeas,Chios Ins.,D049,[Su?]nethios,Chios Ins.
321,Demeas,Chios Ins.,D049,[A]ngeles,Chios Ins.
321,Demeas,Chios Ins.,D049,Angeles,Chios Ins.
321,Demeas,Chios Ins.,D049,Angeles,Chios Ins.
321,Demeas,Chios Ins.,D049,[S]osistr[ato]s,Chios Ins.
321,Demeas,Chios Ins.,D049,Sosistratos,Chios Ins.
321,Demeas,Chios Ins.,D049,[Th]eudas,Chios Ins.
321,Demeas,Chios Ins.,D049,Herakleon,Chios Ins.
321,Demeas,Chios Ins.,D049,Murmex,Chios Ins.
321,Demeas,Chios Ins.,D049,Dionusi[os],Chios Ins.
321,Demeas,Chios Ins.,D049,Mantauchos,Chios Ins.
321,Demeas,Chios Ins.,D049,Herak[l…],Chios Ins.
321,Demeas,Chios Ins.,D049,[K]allikles,Chios Ins.
321,Demeas,Chios Ins.,D049,MAN[…],Chios Ins.
321,Demeas,Chios Ins.,D049,Parmeniskos,Chios Ins.
321,Demeas,Chios Ins.,D049,[A]pollophanes,Chios Ins.
321,Demeas,Chios Ins.,D049,.OM[…..]S,Chios Ins.
321,Demeas,Chios Ins.,D049,[.]A[…..]OS,Chios Ins.
321,Demeas,Chios Ins.,D049,[D]e[met]rios,Chios Ins.
321,Demeas,Chios Ins.,D049,[A]sklepiades,Chios Ins.
321,Demeas,Chios Ins.,D049,[He]rakleon,Chios Ins.
321,Demeas,Chios Ins.,D049,[P]raxagoras,Chios Ins.
321,Demeas,Chios Ins.,D049,Men[…]os,Chios Ins.
321,Demeas,Chios Ins.,D049,Herak[les?],Chios Ins.
321,Demeas,Chios Ins.,D049,[He]sdekestos,Chios Ins.
321,Demeas,Chios Ins.,D049,Herakleitos,Chios Ins.
321,Demeas,Chios Ins.,D049,Sarapion,Chios Ins.
321,Demeas,Chios Ins.,D049,Herakleon,Chios Ins.
321,Demeas,Chios Ins.,D049,Athenion,Chios Ins.
321,Demeas,Chios Ins.,D049,Pouludamas,Chios Ins.
321,Demeas,Chios Ins.,D049,Demetrios,Chios Ins.
321,Demeas,Chios Ins.,D049,Andromachos,Chios Ins.
321,Demeas,Chios Ins.,D049,Menophilos,Chios Ins.
321,Demeas,Chios Ins.,D049,Theophanes,Chios Ins.
321,Demeas,Chios Ins.,D049,Epigonos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Athenaios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Dionusodoros,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Philodemos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Athenaios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Apollonios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Dionusios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Philon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Apollonios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Dionusios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Philo[xe]nos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Nikeratos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Euripides,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Dionusios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Anaxidot[o]s,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Menon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Xenon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Angeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Antipatros,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Demeas,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Timesipolis,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Menekrates,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Angeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herakleon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Sosibios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Demonax,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Metrodoros,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Artemon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Antipatros,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Neon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Angeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Noumenios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Ourios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Angeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Asklepiades,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Thoas,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Theophanes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Theokritos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Theophanes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Kraton,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Nikias,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Gorgias,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Stephanos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Apellikon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Philistes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Theophanes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[…..]ios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[……..]des,Chios Ins.
322,Timesipolis,Chios Ins.,D049,N[i]kias,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herakleontes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[Su?]nethios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[A]ngeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Angeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Angeles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[S]osistr[ato]s,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Sosistratos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[Th]eudas,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herakleon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Murmex,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Dionusi[os],Chios Ins.
322,Timesipolis,Chios Ins.,D049,Mantauchos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herak[l…],Chios Ins.
322,Timesipolis,Chios Ins.,D049,[K]allikles,Chios Ins.
322,Timesipolis,Chios Ins.,D049,MAN[…],Chios Ins.
322,Timesipolis,Chios Ins.,D049,Parmeniskos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[A]pollophanes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,.OM[…..]S,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[.]A[…..]OS,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[D]e[met]rios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[A]sklepiades,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[He]rakleon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,[P]raxagoras,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Men[…]os,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herak[les?],Chios Ins.
322,Timesipolis,Chios Ins.,D049,[He]sdekestos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herakleitos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Sarapion,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Herakleon,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Athenion,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Pouludamas,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Demetrios,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Andromachos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Menophilos,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Theophanes,Chios Ins.
322,Timesipolis,Chios Ins.,D049,Epigonos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Athenaios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Dionusodoros,Chios Ins.
323,Menekrates,Chios Ins.,D049,Philodemos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Athenaios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Apollonios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Dionusios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Philon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Apollonios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Dionusios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Philo[xe]nos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Nikeratos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Euripides,Chios Ins.
323,Menekrates,Chios Ins.,D049,Dionusios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Anaxidot[o]s,Chios Ins.
323,Menekrates,Chios Ins.,D049,Menon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Xenon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Angeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,Antipatros,Chios Ins.
323,Menekrates,Chios Ins.,D049,Demeas,Chios Ins.
323,Menekrates,Chios Ins.,D049,Timesipolis,Chios Ins.
323,Menekrates,Chios Ins.,D049,Menekrates,Chios Ins.
323,Menekrates,Chios Ins.,D049,Angeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herakleon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Sosibios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Demonax,Chios Ins.
323,Menekrates,Chios Ins.,D049,Metrodoros,Chios Ins.
323,Menekrates,Chios Ins.,D049,Artemon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Antipatros,Chios Ins.
323,Menekrates,Chios Ins.,D049,Neon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Angeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,Noumenios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Ourios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Angeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,Asklepiades,Chios Ins.
323,Menekrates,Chios Ins.,D049,Thoas,Chios Ins.
323,Menekrates,Chios Ins.,D049,Theophanes,Chios Ins.
323,Menekrates,Chios Ins.,D049,Theokritos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Theophanes,Chios Ins.
323,Menekrates,Chios Ins.,D049,Kraton,Chios Ins.
323,Menekrates,Chios Ins.,D049,Nikias,Chios Ins.
323,Menekrates,Chios Ins.,D049,Gorgias,Chios Ins.
323,Menekrates,Chios Ins.,D049,Stephanos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Apellikon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Philistes,Chios Ins.
323,Menekrates,Chios Ins.,D049,Theophanes,Chios Ins.
323,Menekrates,Chios Ins.,D049,[…..]ios,Chios Ins.
323,Menekrates,Chios Ins.,D049,[……..]des,Chios Ins.
323,Menekrates,Chios Ins.,D049,N[i]kias,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herakleontes,Chios Ins.
323,Menekrates,Chios Ins.,D049,[Su?]nethios,Chios Ins.
323,Menekrates,Chios Ins.,D049,[A]ngeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,Angeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,Angeles,Chios Ins.
323,Menekrates,Chios Ins.,D049,[S]osistr[ato]s,Chios Ins.
323,Menekrates,Chios Ins.,D049,Sosistratos,Chios Ins.
323,Menekrates,Chios Ins.,D049,[Th]eudas,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herakleon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Murmex,Chios Ins.
323,Menekrates,Chios Ins.,D049,Dionusi[os],Chios Ins.
323,Menekrates,Chios Ins.,D049,Mantauchos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herak[l…],Chios Ins.
323,Menekrates,Chios Ins.,D049,[K]allikles,Chios Ins.
323,Menekrates,Chios Ins.,D049,MAN[…],Chios Ins.
323,Menekrates,Chios Ins.,D049,Parmeniskos,Chios Ins.
323,Menekrates,Chios Ins.,D049,[A]pollophanes,Chios Ins.
323,Menekrates,Chios Ins.,D049,.OM[…..]S,Chios Ins.
323,Menekrates,Chios Ins.,D049,[.]A[…..]OS,Chios Ins.
323,Menekrates,Chios Ins.,D049,[D]e[met]rios,Chios Ins.
323,Menekrates,Chios Ins.,D049,[A]sklepiades,Chios Ins.
323,Menekrates,Chios Ins.,D049,[He]rakleon,Chios Ins.
323,Menekrates,Chios Ins.,D049,[P]raxagoras,Chios Ins.
323,Menekrates,Chios Ins.,D049,Men[…]os,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herak[les?],Chios Ins.
323,Menekrates,Chios Ins.,D049,[He]sdekestos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herakleitos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Sarapion,Chios Ins.
323,Menekrates,Chios Ins.,D049,Herakleon,Chios Ins.
323,Menekrates,Chios Ins.,D049,Athenion,Chios Ins.
323,Menekrates,Chios Ins.,D049,Pouludamas,Chios Ins.
323,Menekrates,Chios Ins.,D049,Demetrios,Chios Ins.
323,Menekrates,Chios Ins.,D049,Andromachos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Menophilos,Chios Ins.
323,Menekrates,Chios Ins.,D049,Theophanes,Chios Ins.
323,Menekrates,Chios Ins.,D049,Epigonos,Chios Ins.
324,Angeles,Chios Ins.,D049,Athenaios,Chios Ins.
324,Angeles,Chios Ins.,D049,Dionusodoros,Chios Ins.
324,Angeles,Chios Ins.,D049,Philodemos,Chios Ins.
324,Angeles,Chios Ins.,D049,Athenaios,Chios Ins.
324,Angeles,Chios Ins.,D049,Apollonios,Chios Ins.
324,Angeles,Chios Ins.,D049,Dionusios,Chios Ins.
324,Angeles,Chios Ins.,D049,Philon,Chios Ins.
324,Angeles,Chios Ins.,D049,Apollonios,Chios Ins.
324,Angeles,Chios Ins.,D049,Dionusios,Chios Ins.
324,Angeles,Chios Ins.,D049,Philo[xe]nos,Chios Ins.
324,Angeles,Chios Ins.,D049,Nikeratos,Chios Ins.
324,Angeles,Chios Ins.,D049,Euripides,Chios Ins.
324,Angeles,Chios Ins.,D049,Dionusios,Chios Ins.
324,Angeles,Chios Ins.,D049,Anaxidot[o]s,Chios Ins.
324,Angeles,Chios Ins.,D049,Menon,Chios Ins.
324,Angeles,Chios Ins.,D049,Xenon,Chios Ins.
324,Angeles,Chios Ins.,D049,Angeles,Chios Ins.
324,Angeles,Chios Ins.,D049,Antipatros,Chios Ins.
324,Angeles,Chios Ins.,D049,Demeas,Chios Ins.
324,Angeles,Chios Ins.,D049,Timesipolis,Chios Ins.
324,Angeles,Chios Ins.,D049,Menekrates,Chios Ins.
324,Angeles,Chios Ins.,D049,Angeles,Chios Ins.
324,Angeles,Chios Ins.,D049,Herakleon,Chios Ins.
324,Angeles,Chios Ins.,D049,Sosibios,Chios Ins.
324,Angeles,Chios Ins.,D049,Demonax,Chios Ins.
324,Angeles,Chios Ins.,D049,Metrodoros,Chios Ins.
324,Angeles,Chios Ins.,D049,Artemon,Chios Ins.
324,Angeles,Chios Ins.,D049,Antipatros,Chios Ins.
324,Angeles,Chios Ins.,D049,Neon,Chios Ins.
324,Angeles,Chios Ins.,D049,Angeles,Chios Ins.
324,Angeles,Chios Ins.,D049,Noumenios,Chios Ins.
324,Angeles,Chios Ins.,D049,Ourios,Chios Ins.
324,Angeles,Chios Ins.,D049,Angeles,Chios Ins.
324,Angeles,Chios Ins.,D049,Asklepiades,Chios Ins.
324,Angeles,Chios Ins.,D049,Thoas,Chios Ins.
324,Angeles,Chios Ins.,D049,Theophanes,Chios Ins.
324,Angeles,Chios Ins.,D049,Theokritos,Chios Ins.
324,Angeles,Chios Ins.,D049,Theophanes,Chios Ins.
324,Angeles,Chios Ins.,D049,Kraton,Chios Ins.
324,Angeles,Chios Ins.,D049,Nikias,Chios Ins.
324,Angeles,Chios Ins.,D049,Gorgias,Chios Ins.
324,Angeles,Chios Ins.,D049,Stephanos,Chios Ins.
324,Angeles,Chios Ins.,D049,Apellikon,Chios Ins.
324,Angeles,Chios Ins.,D049,Philistes,Chios Ins.
324,Angeles,Chios Ins.,D049,Theophanes,Chios Ins.
324,Angeles,Chios Ins.,D049,[…..]ios,Chios Ins.
324,Angeles,Chios Ins.,D049,[……..]des,Chios Ins.
324,Angeles,Chios Ins.,D049,N[i]kias,Chios Ins.
324,Angeles,Chios Ins.,D049,Herakleontes,Chios Ins.
324,Angeles,Chios Ins.,D049,[Su?]nethios,Chios Ins.
324,Angeles,Chios Ins.,D049,[A]ngeles,Chios Ins.
324,Angeles,Chios Ins.,D049,Angeles,Chios Ins.
324,Angeles,Chios Ins.,D049,Angeles,Chios Ins.
324,Angeles,Chios Ins.,D049,[S]osistr[ato]s,Chios Ins.
324,Angeles,Chios Ins.,D049,Sosistratos,Chios Ins.
324,Angeles,Chios Ins.,D049,[Th]eudas,Chios Ins.
324,Angeles,Chios Ins.,D049,Herakleon,Chios Ins.
324,Angeles,Chios Ins.,D049,Murmex,Chios Ins.
324,Angeles,Chios Ins.,D049,Dionusi[os],Chios Ins.
324,Angeles,Chios Ins.,D049,Mantauchos,Chios Ins.
324,Angeles,Chios Ins.,D049,Herak[l…],Chios Ins.
324,Angeles,Chios Ins.,D049,[K]allikles,Chios Ins.
324,Angeles,Chios Ins.,D049,MAN[…],Chios Ins.
324,Angeles,Chios Ins.,D049,Parmeniskos,Chios Ins.
324,Angeles,Chios Ins.,D049,[A]pollophanes,Chios Ins.
324,Angeles,Chios Ins.,D049,.OM[…..]S,Chios Ins.
324,Angeles,Chios Ins.,D049,[.]A[…..]OS,Chios Ins.
324,Angeles,Chios Ins.,D049,[D]e[met]rios,Chios Ins.
324,Angeles,Chios Ins.,D049,[A]sklepiades,Chios Ins.
324,Angeles,Chios Ins.,D049,[He]rakleon,Chios Ins.
324,Angeles,Chios Ins.,D049,[P]raxagoras,Chios Ins.
324,Angeles,Chios Ins.,D049,Men[…]os,Chios Ins.
324,Angeles,Chios Ins.,D049,Herak[les?],Chios Ins.
324,Angeles,Chios Ins.,D049,[He]sdekestos,Chios Ins.
324,Angeles,Chios Ins.,D049,Herakleitos,Chios Ins.
324,Angeles,Chios Ins.,D049,Sarapion,Chios Ins.
324,Angeles,Chios Ins.,D049,Herakleon,Chios Ins.
324,Angeles,Chios Ins.,D049,Athenion,Chios Ins.
324,Angeles,Chios Ins.,D049,Pouludamas,Chios Ins.
324,Angeles,Chios Ins.,D049,Demetrios,Chios Ins.
324,Angeles,Chios Ins.,D049,Andromachos,Chios Ins.
324,Angeles,Chios Ins.,D049,Menophilos,Chios Ins.
324,Angeles,Chios Ins.,D049,Theophanes,Chios Ins.
324,Angeles,Chios Ins.,D049,Epigonos,Chios Ins.
325,Herakleon,Chios Ins.,D049,Athenaios,Chios Ins.
325,Herakleon,Chios Ins.,D049,Dionusodoros,Chios Ins.
325,Herakleon,Chios Ins.,D049,Philodemos,Chios Ins.
325,Herakleon,Chios Ins.,D049,Athenaios,Chios Ins.
325,Herakleon,Chios Ins.,D049,Apollonios,Chios Ins.
325,Herakleon,Chios Ins.,D049,Dionusios,Chios Ins.
325,Herakleon,Chios Ins.,D049,Philon,Chios Ins.
325,Herakleon,Chios Ins.,D049,Apollonios,Chios Ins.
325,Herakleon,Chios Ins.,D049,Dionusios,Chios Ins.
325,Herakleon,Chios Ins.,D049,Philo[xe]nos,Chios Ins.
325,Herakleon,Chios Ins.,D049,Nikeratos,Chios Ins.
